"level";"mgName";"mgId";"mgParentId";"mgParentName";"mgASCSecureScore";"Subscription";"SubscriptionId";"SubscriptionQuotaId";"SubscriptionState";"SubscriptionASCSecureScore";"SubscriptionTags";"SubscriptionTagsCount";"Policy";"PolicyDescription";"PolicyVariant";"PolicyType";"PolicyCategory";"PolicyDefinitionIdGuid";"PolicyDefinitionId";"PolicyDefintionScope";"PolicyDefintionScopeMgSub";"PolicyDefintionScopeId";"PolicyDefinitionsScopedLimit";"PolicyDefinitionsScopedCount";"PolicySetDefinitionsScopedLimit";"PolicySetDefinitionsScopedCount";"PolicyAssignmentScope";"PolicyAssignmentScopeMgSubRg";"PolicyAssignmentScopeName";"PolicyAssignmentNotScopes";"PolicyAssignmentId";"PolicyAssignmentName";"PolicyAssignmentDisplayName";"PolicyAssignmentDescription";"PolicyAssignmentEnforcementMode";"PolicyAssignmentNonComplianceMessages";"PolicyAssignmentIdentity";"PolicyAssignmentLimit";"PolicyAssignmentCount";"PolicyAssignmentAtScopeCount";"PolicyAssignmentParametersFormated";"PolicySetAssignmentLimit";"PolicySetAssignmentCount";"PolicySetAssignmentAtScopeCount";"PolicyAndPolicySetAssignmentAtScopeCount";"PolicyAssignmentAssignedBy";"PolicyAssignmentCreatedBy";"PolicyAssignmentCreatedOn";"PolicyAssignmentUpdatedBy";"PolicyAssignmentUpdatedOn";"RoleDefinitionId";"RoleDefinitionName";"RoleAssignmentIdentityDisplayname";"RoleAssignmentIdentitySignInName";"RoleAssignmentIdentityObjectId";"RoleAssignmentIdentityObjectType";"RoleAssignmentId";"RoleAssignmentScope";"RoleAssignmentScopeName";"RoleAssignmentScopeType";"RoleIsCustom";"RoleAssignableScopes";"RoleAssignmentCreatedBy";"RoleAssignmentCreatedOn";"RoleAssignmentCreatedOnUnformatted";"RoleAssignmentUpdatedBy";"RoleAssignmentUpdatedOn";"RoleAssignmentsLimit";"RoleAssignmentsCount";"RoleActions";"RoleNotActions";"RoleDataActions";"RoleNotDataActions";"RoleSecurityCustomRoleOwner";"RoleSecurityOwnerAssignmentSP";"BlueprintName";"BlueprintId";"BlueprintDisplayName";"BlueprintDescription";"BlueprintScoped";"BlueprintAssignmentVersion";"BlueprintAssignmentId"
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"ESDeploymentAccount";"ESDeploymentAccount@AzGovViz.onmicrosoft.com";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"User";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones/providers/Microsoft.Authorization/roleAssignments/093ad67e-4eae-4536-aa0b-da4e09b47d88";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones";"ESJH-landingzones";"MG";"False";"/";"4870c99c-acfe-4210-9212-32949dc37c7a";"2021-01-10 20:56:27";"10/01/2021 20:56:27";"4870c99c-acfe-4210-9212-32949dc37c7a";"2021-01-10 20:56:27";"500";"1";"*";"";"";"";"0";"0";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Reader";"3rdPartyStaff";"n/a";"cb036073-f86b-46e1-9726-1eaccb62a678";"Group";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones/providers/Microsoft.Authorization/roleAssignments/3b6291a1-fc61-41d8-abff-43d04e35be62";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones";"ESJH-landingzones";"MG";"False";"/";"acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-25 22:02:49";"25/01/2021 22:02:49";"acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-25 22:02:49";"500";"1";"*/read";"";"";"";"0";"0";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Enforce-SQL-Encryption";"n/a";"34520a11-7b14-46a8-ac34-7d766959460a";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones/providers/Microsoft.Authorization/roleAssignments/3df334e6-61c3-543a-b548-97586caf6d4f";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones";"ESJH-landingzones";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:36";"10/01/2021 20:58:36";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:36";"500";"1";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-AKS-Policy";"n/a";"fb0a7498-393f-434d-aa93-2acd144f489f";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones/providers/Microsoft.Authorization/roleAssignments/4f80e55d-446d-5743-a173-5d189d196345";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones";"ESJH-landingzones";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:39";"10/01/2021 20:58:39";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:39";"500";"1";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-VM-Backup";"n/a";"e2511ca5-bcb3-4dbd-9d91-c18590c2a9d2";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones/providers/Microsoft.Authorization/roleAssignments/70486d4a-1ee2-5f70-bb58-b3bd79840ae5";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones";"ESJH-landingzones";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:36";"10/01/2021 20:58:36";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:36";"500";"1";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-SQL-DB-Auditing";"n/a";"4f3a2551-ea2f-43c6-9623-8950156d19b7";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones/providers/Microsoft.Authorization/roleAssignments/8085d5e6-c291-571e-bd96-a2eb4769f9e6";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones";"ESJH-landingzones";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:39";"10/01/2021 20:58:39";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:39";"500";"1";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"ESDeploymentAccount";"ESDeploymentAccount@AzGovViz.onmicrosoft.com";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"User";"/providers/Microsoft.Management/managementGroups/ESJH-online/providers/Microsoft.Authorization/roleAssignments/06ee6718-e394-4fcf-bbc2-cf358381ff67";"/providers/Microsoft.Management/managementGroups/ESJH-online";"ESJH-online";"MG";"False";"/";"4870c99c-acfe-4210-9212-32949dc37c7a";"2021-01-10 20:57:02";"10/01/2021 20:57:02";"4870c99c-acfe-4210-9212-32949dc37c7a";"2021-01-10 20:57:02";"500";"1";"*";"";"";"";"0";"0";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-VMSS-Monitoring";"n/a";"a3a4908f-b068-455e-a3f5-38cc5e00448f";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH/providers/Microsoft.Authorization/roleAssignments/2d361fa3-7bd4-5234-9b12-1f54afa65870";"/providers/Microsoft.Management/managementGroups/ESJH";"ESJH";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:50";"10/01/2021 21:00:50";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:50";"500";"1";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-WS-Arc-Monitoring";"n/a";"b0bdcb08-09c9-4d9d-957e-963d255e7220";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH/providers/Microsoft.Authorization/roleAssignments/38abf737-131b-52a2-90da-78943675bfed";"/providers/Microsoft.Management/managementGroups/ESJH";"ESJH";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:50";"10/01/2021 21:00:50";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:50";"500";"1";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-Resource-Diag";"n/a";"e51576ad-748d-462b-9d70-cb3b03e6c2e6";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH/providers/Microsoft.Authorization/roleAssignments/45afca7b-a696-5947-a47f-960081dd1dbc";"/providers/Microsoft.Management/managementGroups/ESJH";"ESJH";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"10/01/2021 21:00:47";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"500";"1";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-ASC-Security";"n/a";"4cb4c797-237b-4e64-b2cf-66f841700442";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH/providers/Microsoft.Authorization/roleAssignments/538e5329-7b5d-511f-8c05-9c7c32dab0bf";"/providers/Microsoft.Management/managementGroups/ESJH";"ESJH";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:50";"10/01/2021 21:00:50";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:50";"500";"1";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-VM-Monitoring";"n/a";"065dde0b-5eab-4fce-80ee-ec956e94c498";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH/providers/Microsoft.Authorization/roleAssignments/5d92332d-fe07-5cef-9c6b-33e5025d6374";"/providers/Microsoft.Management/managementGroups/ESJH";"ESJH";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"10/01/2021 21:00:47";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"500";"1";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-LX-Arc-Monitoring";"n/a";"9ed01b2b-9311-41a8-8897-0a329047be49";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH/providers/Microsoft.Authorization/roleAssignments/ddc0ff3c-a3d0-5d5b-ba19-116b6572acbf";"/providers/Microsoft.Management/managementGroups/ESJH";"ESJH";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"10/01/2021 21:00:47";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"500";"1";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-AzActivity-Log";"n/a";"1691aa06-da2e-43f0-98f9-af12494603a9";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH/providers/Microsoft.Authorization/roleAssignments/e5ac6b58-4f31-5956-9082-78d97ba2453e";"/providers/Microsoft.Management/managementGroups/ESJH";"ESJH";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:49";"10/01/2021 21:00:49";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:49";"500";"1";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"ESDeploymentAccount";"ESDeploymentAccount@AzGovViz.onmicrosoft.com";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"User";"/providers/Microsoft.Management/managementGroups/ESJH/providers/Microsoft.Authorization/roleAssignments/f8d8ca86-6fdf-4ad5-b801-5e1b3eba3171";"/providers/Microsoft.Management/managementGroups/ESJH";"ESJH";"MG";"False";"/";"4870c99c-acfe-4210-9212-32949dc37c7a";"2021-01-10 20:55:50";"10/01/2021 20:55:50";"4870c99c-acfe-4210-9212-32949dc37c7a";"2021-01-10 20:55:50";"500";"1";"*";"";"";"";"0";"0";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"Network interfaces should disable IP forwarding";"This policy denies the network interfaces which enabled IP forwarding. The setting of IP forwarding disables Azure's check of the source and destination for a network interface. This should be reviewed by the network security team.";"Policy";"BuiltIn";"Network";"88c0b9da-ce96-4b03-9635-f29a937e2900";"/providers/microsoft.authorization/policydefinitions/88c0b9da-ce96-4b03-9635-f29a937e2900";"n/a";"n/a";"n/a";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones";"Mg";"ESJH-landingzones";"";"/providers/microsoft.management/managementgroups/esjh-landingzones/providers/microsoft.authorization/policyassignments/deny-ip-forwarding";"Deny-IP-forwarding";"Deny-IP-Forwarding";"Deny-IP-Forwarding";"Default";"";"n/a";"200";"15";"0";"";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"Kubernetes clusters should not allow container privilege escalation";"Do not allow containers to run with privilege escalation to root in a Kubernetes cluster. This recommendation is part of CIS 5.2.5 which is intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for AKS Engine and Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.";"Policy";"BuiltIn";"Kubernetes";"1c6e92c9-99f0-4e55-9cf2-0c234dc48f99";"/providers/microsoft.authorization/policydefinitions/1c6e92c9-99f0-4e55-9cf2-0c234dc48f99";"n/a";"n/a";"n/a";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones";"Mg";"ESJH-landingzones";"";"/providers/microsoft.management/managementgroups/esjh-landingzones/providers/microsoft.authorization/policyassignments/deny-priv-esc-aks";"Deny-Priv-Esc-AKS";"Deny-Privileged-Escalations-AKS";"Deny-Privileged-Escalations-AKS";"Default";"";"1a6d3fe6-53ee-4614-ae0d-b4ab3a30e95a";"200";"15";"0";"effect=deny";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"Kubernetes cluster should not allow privileged containers";"Do not allow privileged containers creation in a Kubernetes cluster. This recommendation is part of CIS 5.2.1 which is intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for AKS Engine and Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.";"Policy";"BuiltIn";"Kubernetes";"95edb821-ddaf-4404-9732-666045e056b4";"/providers/microsoft.authorization/policydefinitions/95edb821-ddaf-4404-9732-666045e056b4";"n/a";"n/a";"n/a";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones";"Mg";"ESJH-landingzones";"";"/providers/microsoft.management/managementgroups/esjh-landingzones/providers/microsoft.authorization/policyassignments/deny-privileged-aks";"Deny-Privileged-AKS";"Deny-Privileged-Containers-AKS";"Deny-Privileged-Containers-AKS";"Default";"";"00d9e2e7-3b19-45cf-aef2-fafbe217ca4c";"200";"15";"0";"effect=deny";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"RDP access from the Internet should be blocked";"This policy denies any network security rule that allows RDP access from Internet";"Policy";"Custom";"Network";"deny-rdp-from-internet";"/providers/microsoft.management/managementgroups/esjh/providers/microsoft.authorization/policydefinitions/deny-rdp-from-internet";"/providers/Microsoft.Management/managementGroups/ESJH";"Mg";"ESJH";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones";"Mg";"ESJH-landingzones";"";"/providers/microsoft.management/managementgroups/esjh-landingzones/providers/microsoft.authorization/policyassignments/deny-rdp-from-internet";"Deny-RDP-from-internet";"Deny-RDP-from-Internet";"Deny-RDP-from-Internet";"Default";"";"n/a";"200";"15";"0";"";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"Secure transfer to storage accounts should be enabled";"Audit requirement of Secure transfer in your storage account. Secure transfer is an option that forces your storage account to accept requests only from secure connections (HTTPS). Use of HTTPS ensures authentication between the server and the service and protects data in transit from network layer attacks such as man-in-the-middle, eavesdropping, and session-hijacking";"Policy";"BuiltIn";"Storage";"404c3081-a854-4457-ae30-26a93ef643f9";"/providers/microsoft.authorization/policydefinitions/404c3081-a854-4457-ae30-26a93ef643f9";"n/a";"n/a";"n/a";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones";"Mg";"ESJH-landingzones";"/subscriptions/4dfa3b56-55bf-4059-802a-24e44a4fb60f";"/providers/microsoft.management/managementgroups/esjh-landingzones/providers/microsoft.authorization/policyassignments/deny-storage-http";"Deny-Storage-http";"Enforce-Secure-Storage";"Enforce-Secure-Storage";"Default";"";"n/a";"200";"15";"0";"";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:32";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-25 22:26:59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"Subnets should have a Network Security Group ";"This policy denies the creation of a subsnet with out an Network Security Group. NSG help to protect traffic across subnet-level.";"Policy";"Custom";"Network";"deny-subnet-without-nsg";"/providers/microsoft.management/managementgroups/esjh/providers/microsoft.authorization/policydefinitions/deny-subnet-without-nsg";"/providers/Microsoft.Management/managementGroups/ESJH";"Mg";"ESJH";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones";"Mg";"ESJH-landingzones";"";"/providers/microsoft.management/managementgroups/esjh-landingzones/providers/microsoft.authorization/policyassignments/deny-subnet-without-nsg";"Deny-Subnet-Without-Nsg";"Deny-Subnet-Without-Nsg";"Deny-Subnet-Without-Nsg";"Default";"";"n/a";"200";"15";"0";"";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"Deploy Azure Policy Add-on to Azure Kubernetes Service clusters";"Use Azure Policy Add-on to manage and report on the compliance state of your Azure Kubernetes Service (AKS) clusters. For more information, see https://aka.ms/akspolicydoc.";"Policy";"BuiltIn";"Kubernetes";"a8eff44f-8c92-45c3-a3fb-9880802d67a7";"/providers/microsoft.authorization/policydefinitions/a8eff44f-8c92-45c3-a3fb-9880802d67a7";"n/a";"n/a";"n/a";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones";"Mg";"ESJH-landingzones";"";"/providers/microsoft.management/managementgroups/esjh-landingzones/providers/microsoft.authorization/policyassignments/deploy-aks-policy";"Deploy-AKS-Policy";"Deploy-AKS-Policy";"Deploy-AKS-Policy";"Default";"";"fb0a7498-393f-434d-aa93-2acd144f489f";"200";"15";"0";"";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"3";"ESJH-online";"ESJH-online";"ESJH-landingzones";"ESJH-landingzones";"isNullOrEmpty";"";"";"";"";"";"";"0";"Auditing on SQL server should be enabled";"Auditing on your SQL Server should be enabled to track database activities across all databases on the server and save them in an audit log.";"Policy";"BuiltIn";"SQL";"a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9";"/providers/microsoft.authorization/policydefinitions/a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9";"n/a";"n/a";"n/a";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones";"Mg";"ESJH-landingzones";"";"/providers/microsoft.management/managementgroups/esjh-landingzones/providers/microsoft.authorization/policyassignments/deploy-sql-db-auditing";"Deploy-SQL-DB-Auditing";"Deploy-SQL-Audit";"Deploy-SQL-Audit";"Default";"";"4f3a2551-ea2f-43c6-9623-8950156d19b7";"200";"15";"0";"";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 20:58:36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
